agent,timestep,location,x,y,orientation
1,1539,295,25,9,-1
2,1535,514,4,17,-1
2,1536,513,3,17,-1
2,1537,543,3,18,-1
2,1538,573,3,19,-1
2,1539,603,3,20,-1
3,1535,544,4,18,-1
3,1536,514,4,17,-1
3,1537,484,4,16,-1
3,1538,454,4,15,-1
3,1539,424,4,14,-1
4,1535,154,4,5,-1
4,1536,184,4,6,-1
4,1537,214,4,7,-1
4,1538,244,4,8,-1
4,1539,274,4,9,-1
0,1540,274,4,9,-1
0,1541,244,4,8,-1
0,1542,214,4,7,-1
0,1543,184,4,6,-1
0,1544,154,4,5,-1
1,1540,325,25,10,-1
1,1541,355,25,11,-1
1,1542,385,25,12,-1
1,1543,415,25,13,-1
1,1544,445,25,14,-1
2,1540,633,3,21,-1
2,1541,663,3,22,-1
2,1542,693,3,23,-1
2,1543,723,3,24,-1
2,1544,753,3,25,-1
3,1540,394,4,13,-1
3,1541,364,4,12,-1
3,1542,334,4,11,-1
3,1543,304,4,10,-1
3,1544,274,4,9,-1
4,1540,275,5,9,-1
4,1541,305,5,10,-1
4,1542,335,5,11,-1
4,1543,365,5,12,-1
4,1544,395,5,13,-1
0,1545,124,4,4,-1
0,1546,125,5,4,-1
0,1547,126,6,4,-1
0,1548,127,7,4,-1
0,1549,128,8,4,-1
1,1545,475,25,15,-1
1,1546,445,25,14,-1
1,1547,415,25,13,-1
1,1548,385,25,12,-1
1,1549,355,25,11,-1
2,1545,754,4,25,-1
2,1546,755,5,25,-1
2,1547,756,6,25,-1
2,1548,757,7,25,-1
2,1549,758,8,25,-1
3,1545,244,4,8,-1
3,1546,214,4,7,-1
3,1547,184,4,6,-1
3,1548,154,4,5,-1
3,1549,124,4,4,-1
4,1545,425,5,14,-1
4,1546,455,5,15,-1
4,1547,485,5,16,-1
4,1548,486,6,16,-1
4,1549,487,7,16,-1
0,1550,129,9,4,-1
0,1551,130,10,4,-1
0,1552,131,11,4,-1
0,1553,132,12,4,-1
0,1554,133,13,4,-1
1,1550,325,25,10,-1
1,1551,295,25,9,-1
1,1552,265,25,8,-1
1,1553,235,25,7,-1
1,1554,205,25,6,-1
2,1550,759,9,25,-1
2,1551,760,10,25,-1
2,1552,761,11,25,-1
2,1553,762,12,25,-1
2,1554,763,13,25,-1
3,1550,125,5,4,-1
3,1551,126,6,4,-1
3,1552,127,7,4,-1
3,1553,128,8,4,-1
3,1554,129,9,4,-1
4,1550,488,8,16,-1
4,1551,489,9,16,-1
4,1552,490,10,16,-1
4,1553,491,11,16,-1
4,1554,492,12,16,-1
0,1555,134,14,4,-1
0,1556,135,15,4,-1
0,1557,134,14,4,-1
0,1558,164,14,5,-1
0,1559,163,13,5,-1
1,1555,175,25,5,-1
1,1556,145,25,4,-1
1,1557,144,24,4,-1
1,1558,143,23,4,-1
1,1559,142,22,4,-1
2,1555,764,14,25,-1
2,1556,765,15,25,-1
2,1557,766,16,25,-1
2,1558,767,17,25,-1
2,1559,768,18,25,-1
3,1555,130,10,4,-1
3,1556,131,11,4,-1
3,1557,132,12,4,-1
3,1558,133,13,4,-1
3,1559,134,14,4,-1
4,1555,493,13,16,-1
4,1556,494,14,16,-1
4,1557,495,15,16,-1
4,1558,496,16,16,-1
4,1559,497,17,16,-1
0,1560,162,12,5,-1
0,1561,161,11,5,-1
0,1562,160,10,5,-1
0,1563,159,9,5,-1
0,1564,158,8,5,-1
1,1560,141,21,4,-1
1,1561,140,20,4,-1
1,1562,139,19,4,-1
1,1563,138,18,4,-1
1,1564,137,17,4,-1
2,1560,769,19,25,-1
2,1561,770,20,25,-1
2,1562,771,21,25,-1
2,1563,772,22,25,-1
2,1564,773,23,25,-1
3,1560,135,15,4,-1
3,1561,134,14,4,-1
3,1562,133,13,4,-1
3,1563,132,12,4,-1
3,1564,131,11,4,-1
4,1560,498,18,16,-1
4,1561,499,19,16,-1
4,1562,500,20,16,-1
4,1563,501,21,16,-1
4,1564,471,21,15,-1
0,1565,157,7,5,-1
0,1566,156,6,5,-1
0,1567,155,5,5,-1
0,1568,154,4,5,-1
0,1569,124,4,4,-1
1,1565,136,16,4,-1
1,1566,135,15,4,-1
1,1567,105,15,3,-1
1,1568,106,16,3,-1
1,1569,107,17,3,-1
2,1565,774,24,25,-1
2,1566,775,25,25,-1
2,1567,805,25,26,-1
2,1568,804,24,26,-1
2,1569,803,23,26,-1
3,1565,130,10,4,-1
3,1566,129,9,4,-1
3,1567,128,8,4,-1
3,1568,127,7,4,-1
3,1569,126,6,4,-1
4,1565,472,22,15,-1
4,1566,473,23,15,-1
4,1567,474,24,15,-1
4,1568,475,25,15,-1
4,1569,445,25,14,-1
0,1570,154,4,5,-1
0,1571,184,4,6,-1
0,1572,214,4,7,-1
0,1573,244,4,8,-1
0,1574,274,4,9,-1
1,1570,108,18,3,-1
1,1571,109,19,3,-1
1,1572,110,20,3,-1
1,1573,111,21,3,-1
1,1574,141,21,4,-1
2,1570,802,22,26,-1
2,1571,801,21,26,-1
2,1572,800,20,26,-1
2,1573,799,19,26,-1
2,1574,798,18,26,-1
3,1570,125,5,4,-1
3,1571,124,4,4,-1
3,1572,154,4,5,-1
3,1573,184,4,6,-1
3,1574,214,4,7,-1
4,1570,415,25,13,-1
4,1571,385,25,12,-1
4,1572,355,25,11,-1
4,1573,325,25,10,-1
4,1574,295,25,9,-1
0,1575,304,4,10,-1
0,1576,334,4,11,-1
0,1577,364,4,12,-1
0,1578,394,4,13,-1
0,1579,424,4,14,-1
1,1575,142,22,4,-1
1,1576,143,23,4,-1
1,1577,144,24,4,-1
1,1578,145,25,4,-1
1,1579,175,25,5,-1
2,1575,797,17,26,-1
2,1576,796,16,26,-1
2,1577,766,16,25,-1
2,1578,765,15,25,-1
2,1579,764,14,25,-1
3,1575,244,4,8,-1
3,1576,274,4,9,-1
3,1577,304,4,10,-1
3,1578,334,4,11,-1
3,1579,364,4,12,-1
4,1575,265,25,8,-1
4,1576,235,25,7,-1
4,1577,205,25,6,-1
4,1578,175,25,5,-1
4,1579,176,26,5,-1
0,1580,454,4,15,-1
0,1581,455,5,15,-1
0,1582,425,5,14,-1
0,1583,395,5,13,-1
0,1584,365,5,12,-1
1,1580,205,25,6,-1
1,1581,235,25,7,-1
1,1582,265,25,8,-1
1,1583,295,25,9,-1
1,1584,325,25,10,-1
2,1580,763,13,25,-1
2,1581,762,12,25,-1
2,1582,761,11,25,-1
2,1583,760,10,25,-1
2,1584,759,9,25,-1
3,1580,394,4,13,-1
3,1581,424,4,14,-1
3,1582,454,4,15,-1
3,1583,424,4,14,-1
3,1584,394,4,13,-1
4,1580,175,25,5,-1
4,1581,145,25,4,-1
4,1582,175,25,5,-1
4,1583,205,25,6,-1
4,1584,235,25,7,-1
0,1585,335,5,11,-1
0,1586,334,4,11,-1
0,1587,304,4,10,-1
0,1588,274,4,9,-1
0,1589,244,4,8,-1
1,1585,355,25,11,-1
1,1586,385,25,12,-1
1,1587,415,25,13,-1
1,1588,445,25,14,-1
1,1589,475,25,15,-1
2,1585,758,8,25,-1
2,1586,757,7,25,-1
2,1587,756,6,25,-1
2,1588,755,5,25,-1
2,1589,754,4,25,-1
3,1585,364,4,12,-1
3,1586,364,4,12,-1
3,1587,334,4,11,-1
3,1588,304,4,10,-1
3,1589,274,4,9,-1
4,1585,265,25,8,-1
4,1586,295,25,9,-1
4,1587,325,25,10,-1
4,1588,355,25,11,-1
4,1589,385,25,12,-1
0,1590,214,4,7,-1
0,1591,184,4,6,-1
0,1592,154,4,5,-1
0,1593,124,4,4,-1
0,1594,125,5,4,-1
1,1590,445,25,14,-1
1,1591,446,26,14,-1
1,1592,445,25,14,-1
1,1593,415,25,13,-1
1,1594,385,25,12,-1
2,1590,724,4,24,-1
2,1591,694,4,23,-1
2,1592,664,4,22,-1
2,1593,634,4,21,-1
2,1594,604,4,20,-1
3,1590,244,4,8,-1
3,1591,214,4,7,-1
3,1592,184,4,6,-1
3,1593,154,4,5,-1
3,1594,124,4,4,-1
4,1590,415,25,13,-1
4,1591,445,25,14,-1
4,1592,475,25,15,-1
4,1593,505,25,16,-1
4,1594,535,25,17,-1
0,1595,126,6,4,-1
0,1596,127,7,4,-1
0,1597,128,8,4,-1
0,1598,129,9,4,-1
0,1599,130,10,4,-1
1,1595,355,25,11,-1
1,1596,325,25,10,-1
1,1597,295,25,9,-1
1,1598,265,25,8,-1
1,1599,235,25,7,-1
2,1595,574,4,19,-1
2,1596,544,4,18,-1
2,1597,514,4,17,-1
2,1598,484,4,16,-1
2,1599,454,4,15,-1
3,1595,154,4,5,-1
3,1596,184,4,6,-1
3,1597,214,4,7,-1
3,1598,244,4,8,-1
3,1599,274,4,9,-1
4,1595,565,25,18,-1
4,1596,595,25,19,-1
4,1597,625,25,20,-1
4,1598,655,25,21,-1
4,1599,685,25,22,-1
0,1600,131,11,4,-1
0,1601,132,12,4,-1
0,1602,133,13,4,-1
0,1603,134,14,4,-1
0,1604,135,15,4,-1
1,1600,205,25,6,-1
1,1601,175,25,5,-1
1,1602,145,25,4,-1
1,1603,144,24,4,-1
1,1604,143,23,4,-1
2,1600,424,4,14,-1
2,1601,394,4,13,-1
2,1602,395,5,13,-1
2,1603,365,5,12,-1
2,1604,364,4,12,-1
3,1600,304,4,10,-1
3,1601,334,4,11,-1
3,1602,364,4,12,-1
3,1603,394,4,13,-1
3,1604,424,4,14,-1
4,1600,715,25,23,-1
4,1601,745,25,24,-1
4,1602,775,25,25,-1
4,1603,805,25,26,-1
4,1604,804,24,26,-1
0,1605,134,14,4,-1
0,1606,133,13,4,-1
0,1607,132,12,4,-1
0,1608,131,11,4,-1
0,1609,130,10,4,-1
1,1605,142,22,4,-1
1,1606,141,21,4,-1
1,1607,140,20,4,-1
1,1608,139,19,4,-1
1,1609,138,18,4,-1
2,1605,334,4,11,-1
2,1606,304,4,10,-1
2,1607,274,4,9,-1
2,1608,244,4,8,-1
2,1609,214,4,7,-1
3,1605,454,4,15,-1
3,1606,484,4,16,-1
3,1607,485,5,16,-1
3,1608,486,6,16,-1
3,1609,487,7,16,-1
4,1605,803,23,26,-1
4,1606,802,22,26,-1
4,1607,801,21,26,-1
4,1608,800,20,26,-1
4,1609,799,19,26,-1
0,1610,129,9,4,-1
0,1611,128,8,4,-1
0,1612,127,7,4,-1
0,1613,126,6,4,-1
0,1614,125,5,4,-1
1,1610,137,17,4,-1
1,1611,167,17,5,-1
1,1612,166,16,5,-1
1,1613,196,16,6,-1
1,1614,226,16,7,-1
2,1610,184,4,6,-1
2,1611,154,4,5,-1
2,1612,124,4,4,-1
2,1613,154,4,5,-1
2,1614,184,4,6,-1
3,1610,488,8,16,-1
3,1611,489,9,16,-1
3,1612,490,10,16,-1
3,1613,491,11,16,-1
3,1614,492,12,16,-1
4,1610,798,18,26,-1
4,1611,797,17,26,-1
4,1612,796,16,26,-1
4,1613,766,16,25,-1
4,1614,736,16,24,-1
0,1615,124,4,4,-1
0,1616,125,5,4,-1
0,1617,126,6,4,-1
0,1618,127,7,4,-1
0,1619,128,8,4,-1
1,1615,256,16,8,-1
1,1616,286,16,9,-1
1,1617,316,16,10,-1
1,1618,346,16,11,-1
1,1619,376,16,12,-1
2,1615,214,4,7,-1
2,1616,244,4,8,-1
2,1617,274,4,9,-1
2,1618,304,4,10,-1
2,1619,334,4,11,-1
3,1615,493,13,16,-1
3,1616,494,14,16,-1
3,1617,495,15,16,-1
3,1618,496,16,16,-1
3,1619,526,16,17,-1
4,1615,706,16,23,-1
4,1616,676,16,22,-1
4,1617,646,16,21,-1
4,1618,616,16,20,-1
4,1619,617,17,20,-1
0,1620,129,9,4,-1
0,1621,130,10,4,-1
0,1622,131,11,4,-1
0,1623,132,12,4,-1
0,1624,133,13,4,-1
1,1620,406,16,13,-1
1,1621,436,16,14,-1
1,1622,466,16,15,-1
1,1623,465,15,15,-1
1,1624,464,14,15,-1
2,1620,364,4,12,-1
2,1621,394,4,13,-1
2,1622,424,4,14,-1
2,1623,454,4,15,-1
2,1624,484,4,16,-1
3,1620,556,16,18,-1
3,1621,586,16,19,-1
3,1622,616,16,20,-1
3,1623,646,16,21,-1
3,1624,676,16,22,-1
4,1620,587,17,19,-1
4,1621,557,17,18,-1
4,1622,527,17,17,-1
4,1623,497,17,16,-1
4,1624,498,18,16,-1
0,1625,134,14,4,-1
0,1626,135,15,4,-1
0,1627,134,14,4,-1
0,1628,133,13,4,-1
0,1629,132,12,4,-1
1,1625,463,13,15,-1
1,1626,462,12,15,-1
1,1627,461,11,15,-1
1,1628,460,10,15,-1
1,1629,459,9,15,-1
2,1625,485,5,16,-1
2,1626,486,6,16,-1
2,1627,487,7,16,-1
2,1628,488,8,16,-1
2,1629,489,9,16,-1
3,1625,706,16,23,-1
3,1626,736,16,24,-1
3,1627,766,16,25,-1
3,1628,767,17,25,-1
3,1629,768,18,25,-1
4,1625,499,19,16,-1
4,1626,500,20,16,-1
4,1627,501,21,16,-1
4,1628,471,21,15,-1
4,1629,472,22,15,-1
0,1630,131,11,4,-1
0,1631,130,10,4,-1
0,1632,129,9,4,-1
0,1633,128,8,4,-1
0,1634,127,7,4,-1
1,1630,458,8,15,-1
1,1631,457,7,15,-1
1,1632,456,6,15,-1
1,1633,455,5,15,-1
1,1634,454,4,15,-1
2,1630,490,10,16,-1
2,1631,491,11,16,-1
2,1632,492,12,16,-1
2,1633,493,13,16,-1
2,1634,494,14,16,-1
3,1630,769,19,25,-1
3,1631,770,20,25,-1
3,1632,771,21,25,-1
3,1633,772,22,25,-1
3,1634,773,23,25,-1
4,1630,473,23,15,-1
4,1631,474,24,15,-1
4,1632,475,25,15,-1
4,1633,445,25,14,-1
4,1634,415,25,13,-1
0,1635,126,6,4,-1
0,1636,125,5,4,-1
0,1637,124,4,4,-1
0,1638,154,4,5,-1
0,1639,184,4,6,-1
1,1635,424,4,14,-1
1,1636,394,4,13,-1
1,1637,364,4,12,-1
1,1638,334,4,11,-1
1,1639,304,4,10,-1
2,1635,495,15,16,-1
2,1636,496,16,16,-1
2,1637,526,16,17,-1
2,1638,556,16,18,-1
2,1639,586,16,19,-1
3,1635,774,24,25,-1
3,1636,775,25,25,-1
3,1637,805,25,26,-1
3,1638,804,24,26,-1
3,1639,803,23,26,-1
4,1635,385,25,12,-1
4,1636,355,25,11,-1
4,1637,325,25,10,-1
4,1638,295,25,9,-1
4,1639,265,25,8,-1
0,1640,214,4,7,-1
0,1641,215,5,7,-1
0,1642,245,5,8,-1
0,1643,275,5,9,-1
0,1644,305,5,10,-1
1,1640,274,4,9,-1
1,1641,244,4,8,-1
1,1642,214,4,7,-1
1,1643,184,4,6,-1
1,1644,154,4,5,-1
2,1640,616,16,20,-1
2,1641,646,16,21,-1
2,1642,676,16,22,-1
2,1643,706,16,23,-1
2,1644,736,16,24,-1
3,1640,802,22,26,-1
3,1641,801,21,26,-1
3,1642,800,20,26,-1
3,1643,799,19,26,-1
3,1644,798,18,26,-1
4,1640,235,25,7,-1
4,1641,205,25,6,-1
4,1642,175,25,5,-1
4,1643,145,25,4,-1
4,1644,175,25,5,-1
0,1645,335,5,11,-1
0,1646,365,5,12,-1
0,1647,395,5,13,-1
0,1648,425,5,14,-1
0,1649,455,5,15,-1
1,1645,124,4,4,-1
1,1646,154,4,5,-1
1,1647,184,4,6,-1
1,1648,214,4,7,-1
1,1649,244,4,8,-1
2,1645,766,16,25,-1
2,1646,767,17,25,-1
2,1647,768,18,25,-1
2,1648,769,19,25,-1
2,1649,770,20,25,-1
3,1645,797,17,26,-1
3,1646,796,16,26,-1
3,1647,766,16,25,-1
3,1648,765,15,25,-1
3,1649,764,14,25,-1
4,1645,205,25,6,-1
4,1646,235,25,7,-1
4,1647,265,25,8,-1
4,1648,295,25,9,-1
4,1649,325,25,10,-1
0,1650,485,5,16,-1
0,1651,486,6,16,-1
0,1652,487,7,16,-1
0,1653,488,8,16,-1
0,1654,489,9,16,-1
1,1650,274,4,9,-1
1,1651,304,4,10,-1
1,1652,334,4,11,-1
1,1653,364,4,12,-1
1,1654,394,4,13,-1
2,1650,771,21,25,-1
2,1651,772,22,25,-1
2,1652,773,23,25,-1
2,1653,774,24,25,-1
2,1654,775,25,25,-1
3,1650,763,13,25,-1
3,1651,762,12,25,-1
3,1652,761,11,25,-1
3,1653,760,10,25,-1
3,1654,759,9,25,-1
4,1650,355,25,11,-1
4,1651,385,25,12,-1
4,1652,415,25,13,-1
4,1653,445,25,14,-1
4,1654,475,25,15,-1
0,1655,490,10,16,-1
0,1656,491,11,16,-1
0,1657,492,12,16,-1
0,1658,493,13,16,-1
0,1659,494,14,16,-1
1,1655,424,4,14,-1
1,1656,454,4,15,-1
1,1657,484,4,16,-1
1,1658,485,5,16,-1
1,1659,486,6,16,-1
2,1655,805,25,26,-1
2,1656,804,24,26,-1
2,1657,803,23,26,-1
2,1658,802,22,26,-1
2,1659,801,21,26,-1
3,1655,758,8,25,-1
3,1656,757,7,25,-1
3,1657,756,6,25,-1
3,1658,755,5,25,-1
3,1659,754,4,25,-1
4,1655,445,25,14,-1
4,1656,415,25,13,-1
4,1657,385,25,12,-1
4,1658,355,25,11,-1
4,1659,325,25,10,-1
0,1660,495,15,16,-1
0,1661,496,16,16,-1
0,1662,497,17,16,-1
0,1663,498,18,16,-1
0,1664,499,19,16,-1
1,1660,487,7,16,-1
1,1661,488,8,16,-1
1,1662,489,9,16,-1
1,1663,490,10,16,-1
1,1664,491,11,16,-1
2,1660,800,20,26,-1
2,1661,799,19,26,-1
2,1662,798,18,26,-1
2,1663,797,17,26,-1
2,1664,796,16,26,-1
3,1660,724,4,24,-1
3,1661,694,4,23,-1
3,1662,664,4,22,-1
3,1663,634,4,21,-1
3,1664,604,4,20,-1
4,1660,295,25,9,-1
4,1661,265,25,8,-1
4,1662,235,25,7,-1
4,1663,205,25,6,-1
4,1664,175,25,5,-1
0,1665,500,20,16,-1
0,1666,501,21,16,-1
0,1667,471,21,15,-1
0,1668,472,22,15,-1
0,1669,473,23,15,-1
1,1665,492,12,16,-1
1,1666,493,13,16,-1
1,1667,494,14,16,-1
1,1668,495,15,16,-1
1,1669,496,16,16,-1
2,1665,766,16,25,-1
2,1666,736,16,24,-1
2,1667,706,16,23,-1
2,1668,676,16,22,-1
2,1669,646,16,21,-1
3,1665,574,4,19,-1
3,1666,544,4,18,-1
3,1667,514,4,17,-1
3,1668,484,4,16,-1
3,1669,454,4,15,-1
4,1665,145,25,4,-1
4,1666,144,24,4,-1
4,1667,143,23,4,-1
4,1668,142,22,4,-1
4,1669,141,21,4,-1
0,1670,474,24,15,-1
0,1671,475,25,15,-1
0,1672,445,25,14,-1
0,1673,415,25,13,-1
0,1674,385,25,12,-1
1,1670,497,17,16,-1
1,1671,498,18,16,-1
1,1672,499,19,16,-1
1,1673,500,20,16,-1
1,1674,501,21,16,-1
2,1670,616,16,20,-1
2,1671,617,17,20,-1
2,1672,587,17,19,-1
2,1673,557,17,18,-1
2,1674,527,17,17,-1
3,1670,424,4,14,-1
3,1671,394,4,13,-1
3,1672,364,4,12,-1
3,1673,334,4,11,-1
3,1674,304,4,10,-1
4,1670,140,20,4,-1
4,1671,139,19,4,-1
4,1672,138,18,4,-1
4,1673,137,17,4,-1
4,1674,136,16,4,-1
0,1675,355,25,11,-1
0,1676,325,25,10,-1
0,1677,295,25,9,-1
0,1678,265,25,8,-1
0,1679,235,25,7,-1
1,1675,471,21,15,-1
1,1676,472,22,15,-1
1,1677,473,23,15,-1
1,1678,474,24,15,-1
1,1679,475,25,15,-1
2,1675,526,16,17,-1
2,1676,525,15,17,-1
2,1677,495,15,16,-1
2,1678,465,15,15,-1
2,1679,435,15,14,-1
3,1675,274,4,9,-1
3,1676,244,4,8,-1
3,1677,214,4,7,-1
3,1678,184,4,6,-1
3,1679,154,4,5,-1
4,1675,135,15,4,-1
4,1676,105,15,3,-1
4,1677,106,16,3,-1
4,1678,107,17,3,-1
4,1679,108,18,3,-1
0,1680,205,25,6,-1
0,1681,175,25,5,-1
0,1682,145,25,4,-1
0,1683,175,25,5,-1
0,1684,205,25,6,-1
1,1680,505,25,16,-1
1,1681,535,25,17,-1
1,1682,565,25,18,-1
1,1683,595,25,19,-1
1,1684,594,24,19,-1
2,1680,405,15,13,-1
2,1681,375,15,12,-1
2,1682,345,15,11,-1
2,1683,315,15,10,-1
2,1684,285,15,9,-1
3,1680,124,4,4,-1
3,1681,154,4,5,-1
3,1682,184,4,6,-1
3,1683,214,4,7,-1
3,1684,244,4,8,-1
4,1680,109,19,3,-1
4,1681,110,20,3,-1
4,1682,111,21,3,-1
4,1683,141,21,4,-1
4,1684,142,22,4,-1
0,1685,235,25,7,-1
0,1686,265,25,8,-1
0,1687,295,25,9,-1
0,1688,325,25,10,-1
0,1689,355,25,11,-1
1,1685,593,23,19,-1
1,1686,592,22,19,-1
1,1687,591,21,19,-1
1,1688,590,20,19,-1
1,1689,589,19,19,-1
2,1685,255,15,8,-1
2,1686,225,15,7,-1
2,1687,195,15,6,-1
2,1688,165,15,5,-1
2,1689,135,15,4,-1
3,1685,274,4,9,-1
3,1686,304,4,10,-1
3,1687,334,4,11,-1
3,1688,364,4,12,-1
3,1689,394,4,13,-1
4,1685,143,23,4,-1
4,1686,144,24,4,-1
4,1687,145,25,4,-1
4,1688,175,25,5,-1
4,1689,205,25,6,-1
0,1690,385,25,12,-1
0,1691,415,25,13,-1
0,1692,445,25,14,-1
0,1693,475,25,15,-1
0,1694,445,25,14,-1
1,1690,619,19,20,-1
1,1691,618,18,20,-1
1,1692,648,18,21,-1
1,1693,678,18,22,-1
1,1694,708,18,23,-1
2,1690,134,14,4,-1
2,1691,133,13,4,-1
2,1692,132,12,4,-1
2,1693,131,11,4,-1
2,1694,130,10,4,-1
3,1690,424,4,14,-1
3,1691,454,4,15,-1
3,1692,484,4,16,-1
3,1693,485,5,16,-1
3,1694,486,6,16,-1
4,1690,235,25,7,-1
4,1691,265,25,8,-1
4,1692,295,25,9,-1
4,1693,325,25,10,-1
4,1694,355,25,11,-1
0,1695,415,25,13,-1
0,1696,416,26,13,-1
0,1697,415,25,13,-1
0,1698,385,25,12,-1
0,1699,355,25,11,-1
1,1695,738,18,24,-1
1,1696,768,18,25,-1
1,1697,767,17,25,-1
1,1698,766,16,25,-1
1,1699,736,16,24,-1
2,1695,129,9,4,-1
2,1696,128,8,4,-1
2,1697,127,7,4,-1
2,1698,126,6,4,-1
2,1699,125,5,4,-1
3,1695,487,7,16,-1
3,1696,488,8,16,-1
3,1697,489,9,16,-1
3,1698,490,10,16,-1
3,1699,491,11,16,-1
4,1695,385,25,12,-1
4,1696,415,25,13,-1
4,1697,445,25,14,-1
4,1698,475,25,15,-1
4,1699,505,25,16,-1
0,1700,325,25,10,-1
0,1701,295,25,9,-1
0,1702,265,25,8,-1
0,1703,235,25,7,-1
0,1704,205,25,6,-1
1,1700,706,16,23,-1
1,1701,676,16,22,-1
1,1702,646,16,21,-1
1,1703,616,16,20,-1
1,1704,617,17,20,-1
2,1700,124,4,4,-1
2,1701,154,4,5,-1
2,1702,184,4,6,-1
2,1703,214,4,7,-1
2,1704,244,4,8,-1
3,1700,492,12,16,-1
3,1701,493,13,16,-1
3,1702,494,14,16,-1
3,1703,495,15,16,-1
3,1704,496,16,16,-1
4,1700,535,25,17,-1
4,1701,565,25,18,-1
4,1702,595,25,19,-1
4,1703,625,25,20,-1
4,1704,655,25,21,-1
0,1705,175,25,5,-1
0,1706,145,25,4,-1
0,1707,175,25,5,-1
0,1708,205,25,6,-1
0,1709,235,25,7,-1
1,1705,587,17,19,-1
1,1706,557,17,18,-1
1,1707,527,17,17,-1
1,1708,497,17,16,-1
1,1709,498,18,16,-1
2,1705,274,4,9,-1
2,1706,304,4,10,-1
2,1707,334,4,11,-1
2,1708,364,4,12,-1
2,1709,394,4,13,-1
3,1705,497,17,16,-1
3,1706,498,18,16,-1
3,1707,499,19,16,-1
3,1708,500,20,16,-1
3,1709,501,21,16,-1
4,1705,685,25,22,-1
4,1706,715,25,23,-1
4,1707,745,25,24,-1
4,1708,775,25,25,-1
4,1709,805,25,26,-1
0,1710,265,25,8,-1
0,1711,295,25,9,-1
0,1712,325,25,10,-1
0,1713,355,25,11,-1
0,1714,385,25,12,-1
1,1710,499,19,16,-1
1,1711,500,20,16,-1
1,1712,501,21,16,-1
1,1713,471,21,15,-1
1,1714,472,22,15,-1
2,1710,424,4,14,-1
2,1711,454,4,15,-1
2,1712,484,4,16,-1
2,1713,485,5,16,-1
2,1714,486,6,16,-1
3,1710,471,21,15,-1
3,1711,472,22,15,-1
3,1712,473,23,15,-1
3,1713,474,24,15,-1
3,1714,475,25,15,-1
4,1710,804,24,26,-1
4,1711,803,23,26,-1
4,1712,802,22,26,-1
4,1713,801,21,26,-1
4,1714,800,20,26,-1
0,1715,415,25,13,-1
0,1716,416,26,13,-1
0,1717,446,26,14,-1
0,1718,476,26,15,-1
0,1719,475,25,15,-1
1,1715,473,23,15,-1
1,1716,474,24,15,-1
1,1717,475,25,15,-1
1,1718,474,24,15,-1
1,1719,473,23,15,-1
2,1715,487,7,16,-1
2,1716,488,8,16,-1
2,1717,489,9,16,-1
2,1718,490,10,16,-1
2,1719,491,11,16,-1
3,1715,445,25,14,-1
3,1716,415,25,13,-1
3,1717,385,25,12,-1
3,1718,355,25,11,-1
3,1719,325,25,10,-1
4,1715,799,19,26,-1
4,1716,798,18,26,-1
4,1717,797,17,26,-1
4,1718,796,16,26,-1
4,1719,766,16,25,-1
0,1720,445,25,14,-1
0,1721,415,25,13,-1
0,1722,385,25,12,-1
0,1723,355,25,11,-1
0,1724,325,25,10,-1
1,1720,472,22,15,-1
1,1721,442,22,14,-1
1,1722,412,22,13,-1
1,1723,382,22,12,-1
1,1724,352,22,11,-1
2,1720,492,12,16,-1
2,1721,493,13,16,-1
2,1722,494,14,16,-1
2,1723,495,15,16,-1
2,1724,496,16,16,-1
3,1720,295,25,9,-1
3,1721,265,25,8,-1
3,1722,235,25,7,-1
3,1723,205,25,6,-1
3,1724,175,25,5,-1
4,1720,765,15,25,-1
4,1721,764,14,25,-1
4,1722,763,13,25,-1
4,1723,762,12,25,-1
4,1724,761,11,25,-1
0,1725,295,25,9,-1
0,1726,265,25,8,-1
0,1727,235,25,7,-1
0,1728,236,26,7,-1
0,1729,235,25,7,-1
1,1725,322,22,10,-1
1,1726,292,22,9,-1
1,1727,262,22,8,-1
1,1728,232,22,7,-1
1,1729,202,22,6,-1
2,1725,526,16,17,-1
2,1726,556,16,18,-1
2,1727,586,16,19,-1
2,1728,616,16,20,-1
2,1729,646,16,21,-1
3,1725,145,25,4,-1
3,1726,175,25,5,-1
3,1727,205,25,6,-1
3,1728,235,25,7,-1
3,1729,265,25,8,-1
4,1725,760,10,25,-1
4,1726,759,9,25,-1
4,1727,758,8,25,-1
4,1728,757,7,25,-1
4,1729,756,6,25,-1
0,1730,205,25,6,-1
0,1731,175,25,5,-1
0,1732,145,25,4,-1
0,1733,144,24,4,-1
0,1734,143,23,4,-1
1,1730,172,22,5,-1
1,1731,142,22,4,-1
1,1732,141,21,4,-1
1,1733,140,20,4,-1
1,1734,139,19,4,-1
2,1730,676,16,22,-1
2,1731,706,16,23,-1
2,1732,736,16,24,-1
2,1733,766,16,25,-1
2,1734,767,17,25,-1
3,1730,295,25,9,-1
3,1731,325,25,10,-1
3,1732,355,25,11,-1
3,1733,385,25,12,-1
3,1734,415,25,13,-1
4,1730,755,5,25,-1
4,1731,754,4,25,-1
4,1732,724,4,24,-1
4,1733,694,4,23,-1
4,1734,664,4,22,-1
0,1735,142,22,4,-1
0,1736,141,21,4,-1
0,1737,140,20,4,-1
0,1738,139,19,4,-1
0,1739,138,18,4,-1
1,1735,138,18,4,-1
1,1736,137,17,4,-1
